,SCORE:,total_score,atom_pair_constraint,cart_bonded,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,rama_prepro,ref,yhh_planarity,description,id
1,SCORE:,7189.536999999999,8072.321,388.028,0.0,-2935.5559999999996,618.364,-1038.253,6.792999999999999,109.495,334.49699999999996,2055.646,-99.35700000000001,-100.53,-89.79899999999999,-244.06599999999997,-55.208999999999996,30.566999999999997,-86.964,86.774,135.58700000000002,1.2,S_0002,U7PVH9_SPOS1
7,SCORE:,6902.0830000000005,8015.9580000000005,232.262,-1.119,-2530.7329999999997,505.032,-913.465,5.224,87.49600000000001,252.011,1743.3139999999999,-92.068,-91.191,-79.482,-225.78799999999998,-52.903999999999996,4.245,-100.985,-13.652999999999999,157.16899999999998,0.7609999999999999,S_0008,K4AAI0_SETIT
7,SCORE:,10796.413,11632.856000000002,281.365,2.082,-2556.849,576.905,-872.63,6.466,94.78200000000001,283.949,1741.589,-97.494,-81.579,-58.056999999999995,-223.21,-49.367,10.045,-81.282,11.394,174.578,0.8690000000000001,S_0008,A0A072TIH2_MEDTR
6,SCORE:,9680.341,11036.731000000002,299.909,0.0,-3158.042,665.577,-1248.049,6.4239999999999995,118.345,316.651,2290.739,-131.249,-120.366,-113.936,-249.86700000000002,-52.523,9.824,-125.182,21.98,111.89299999999999,1.483,S_0007,H6BK96_EXODN
7,SCORE:,9722.532,11014.427,282.52,0.0,-3112.1479999999997,686.56,-1131.879,7.024,117.617,303.357,2160.962,-115.719,-109.21,-103.02799999999999,-247.31799999999998,-48.158,9.258,-100.37700000000001,-24.465999999999998,131.339,1.7730000000000001,S_0008,S1QXJ2_9ENTE
3,SCORE:,9646.815999999999,10651.703000000001,306.718,0.0,-2810.6259999999997,644.064,-1006.547,6.324,110.639,294.556,1992.358,-91.005,-94.557,-85.06299999999999,-242.389,-66.874,14.761,-89.68,16.866,94.257,1.3090000000000002,S_0004,U7DUK6_POPTR
2,SCORE:,8693.466999999999,9496.604,403.835,0.0,-2919.389,636.806,-1051.767,7.525,111.99700000000001,368.251,2063.7960000000003,-80.605,-115.913,-89.93700000000001,-239.162,-48.413999999999994,20.627,-86.307,78.09,135.836,1.594,S_0003,F5Y9D3_TREAZ
0,SCORE:,11826.052,12585.673999999999,339.18,0.0,-2572.085,569.606,-868.4939999999999,6.193,93.742,280.18,1786.0829999999999,-79.465,-89.43700000000001,-54.153999999999996,-227.611,-59.917,13.324000000000002,-82.88,76.187,108.51700000000001,1.41,S_0001,W5EUT6_WHEAT
7,SCORE:,10850.646999999999,11594.542,572.578,-0.16699999999999998,-3002.643,646.9019999999999,-1062.694,6.532,115.235,332.72900000000004,2132.95,-91.435,-109.837,-85.324,-246.855,-57.715,25.031999999999996,-95.348,48.246,126.20299999999999,1.714,S_0008,A0A0D3FX00_9ORYZ
9,SCORE:,6301.644,7408.6230000000005,348.664,0.0,-3066.958,696.0930000000001,-1081.218,7.11,114.197,335.815,2133.2270000000003,-103.45100000000001,-114.619,-92.42,-246.679,-57.122,24.381,-107.094,5.396,96.37700000000001,1.3230000000000002,S_0010,Q4A0W8_STAS1
0,SCORE:,3033.1690000000003,4168.837,343.314,0.0,-3214.723,760.308,-1121.9460000000001,7.4510000000000005,120.126,370.09,2218.868,-102.87700000000001,-118.35,-113.68299999999999,-255.767,-49.114,20.961,-97.07600000000001,-8.954,104.314,1.39,S_0001,T0VMS9_9ENTE
7,SCORE:,10385.154,11035.791000000001,396.35400000000004,4.745,-2841.075,690.605,-937.01,7.182,111.613,354.108,1942.854,-67.038,-106.31299999999999,-65.57,-225.104,-56.111000000000004,27.776999999999997,-71.558,56.376999999999995,126.609,0.919,S_0008,H1XNG6_9BACT
7,SCORE:,15419.381000000001,16438.11,398.03,0.0,-3043.616,615.9630000000001,-1100.762,6.155,112.745,345.473,2177.547,-89.39,-115.735,-101.46,-249.21099999999998,-57.066,17.224,-111.902,43.32899999999999,133.045,0.9,S_0008,C7QZW4_JONDD
3,SCORE:,18918.606,19706.64,549.398,0.0,-3284.98,708.9580000000001,-1117.952,8.177,121.26100000000001,384.534,2298.03,-96.09299999999999,-123.93700000000001,-79.07300000000001,-253.077,-69.747,35.637,-90.745,47.799,172.355,1.42,S_0004,V4B7R1_LOTGI
5,SCORE:,4929.032,5818.865,446.023,0.0,-3057.603,717.783,-1101.302,7.577000000000001,120.815,356.17199999999997,2184.4139999999998,-98.521,-112.103,-82.993,-246.40099999999998,-52.196000000000005,19.44,-93.088,-1.324,102.806,0.6679999999999999,S_0006,R5RH37_9FIRM
9,SCORE:,7219.753000000001,7846.210999999999,373.87,0.0,-2602.422,587.555,-891.545,7.502000000000001,100.805,335.305,1807.045,-74.82,-84.507,-57.99100000000001,-241.78900000000002,-48.788999999999994,14.360999999999999,-76.592,90.71700000000001,133.999,0.838,S_0010,L2G1G3_COLGN
3,SCORE:,8889.069,9879.617,388.54400000000004,0.0,-3081.866,721.0880000000001,-1109.339,7.8420000000000005,128.07299999999998,340.57599999999996,2179.92,-97.198,-122.985,-98.04799999999999,-234.12,-59.187,45.577,-119.84,19.612000000000002,100.01700000000001,0.7829999999999999,S_0004,Q5JDT7_THEKO
9,SCORE:,8911.815999999999,9876.869,393.365,0.0,-3091.565,718.638,-1106.053,7.817,123.654,360.406,2171.632,-97.501,-121.095,-94.166,-242.347,-57.994,46.544,-108.94,31.641,100.01700000000001,0.892,S_0010,Q5JDT7_THEKO
5,SCORE:,8007.946999999999,8815.624,357.279,0.0,-2685.1490000000003,576.966,-962.9060000000001,6.409,100.16799999999999,291.851,1903.8770000000002,-81.61399999999999,-94.64399999999999,-77.5,-232.421,-55.053000000000004,17.33,-84.361,72.18,138.917,0.993,S_0006,W5C9I4_WHEAT
1,SCORE:,16622.42,17800.624,359.24,-0.7909999999999999,-3224.8070000000002,641.302,-1135.7160000000001,6.917999999999999,114.97200000000001,336.69300000000004,2267.989,-124.186,-116.266,-91.734,-268.20599999999996,-57.917,20.113,-107.99600000000001,16.179000000000002,184.447,1.561,S_0002,D8S8X6_SELML
7,SCORE:,6847.945,8098.496,299.10400000000004,0.273,-3095.272,679.5889999999999,-1151.003,6.348,120.93799999999999,313.194,2222.46,-108.35700000000001,-118.096,-99.602,-252.27599999999998,-57.775,12.305,-111.56299999999999,-23.456,111.4,1.2409999999999999,S_0008,R5NYS1_9CLOT
5,SCORE:,8350.648000000001,9434.027,334.30199999999996,0.0,-2974.528,666.845,-1086.445,7.077000000000001,109.991,311.381,2118.676,-87.64,-109.949,-101.42399999999999,-251.128,-55.035,20.357,-100.21700000000001,-16.846,130.20600000000002,0.998,S_0006,Q9CFL0_LACLA
0,SCORE:,17290.108,18153.755,366.098,0.0,-2754.7990000000004,623.317,-1001.956,6.678999999999999,112.265,304.518,1967.632,-105.72200000000001,-88.25399999999999,-72.506,-239.726,-48.621,24.87,-83.432,37.111999999999995,87.073,1.806,S_0001,D2A421_TRICA
0,SCORE:,9361.177,10599.511,274.676,1.035,-3072.383,660.715,-1093.839,6.605,113.82700000000001,306.95599999999996,2133.081,-103.814,-106.55,-90.729,-247.157,-54.831,7.66,-102.396,-13.251,140.864,1.199,S_0001,BGLA_ECOLI
4,SCORE:,11635.83,12722.753999999999,332.648,0.0,-2957.2870000000003,559.061,-1111.601,6.211,106.243,317.095,2111.126,-81.446,-125.89399999999999,-101.944,-262.70599999999996,-53.303999999999995,17.594,-111.213,43.956,223.99599999999998,0.542,S_0005,C5BYX0_BEUC1
3,SCORE:,11957.433,12703.097,373.338,0.0,-2694.3259999999996,568.844,-940.65,6.689,98.336,305.474,1904.896,-73.676,-88.145,-66.009,-248.09,-53.35,18.421,-80.97,64.4,158.741,0.414,S_0004,W4XYC0_STRPU
9,SCORE:,8766.582,9547.92,410.37199999999996,0.0,-2858.062,613.441,-987.702,6.859,106.52799999999999,343.11400000000003,2001.579,-70.956,-111.925,-83.869,-243.796,-55.477,19.967,-87.182,45.211999999999996,169.393,1.167,S_0010,R5IS29_9FIRM
2,SCORE:,18931.248,19949.553,414.284,0.0,-3165.554,672.948,-1131.514,7.182,112.87299999999999,340.431,2201.908,-95.984,-128.491,-89.161,-262.26,-59.168,29.401999999999997,-110.805,65.914,177.878,1.8119999999999998,S_0003,E9GJZ3_DAPPU
0,SCORE:,6700.545,7634.052,387.39,0.0,-2897.7540000000004,568.803,-1025.614,6.675,107.46,322.329,2036.318,-87.961,-117.758,-86.84899999999999,-237.21200000000002,-55.218999999999994,30.065,-102.412,42.765,174.173,1.2919999999999998,S_0001,W0IYZ5_9BACT
3,SCORE:,9155.346,10124.91,461.717,0.0,-3071.4159999999997,655.936,-1108.5339999999999,7.421,111.84,348.958,2124.436,-98.795,-118.568,-87.45700000000001,-261.5,-47.297,13.955,-105.604,41.14,163.135,1.071,S_0004,M4D9S4_BRARP
7,SCORE:,4573.960999999999,5606.507,384.92400000000004,0.0,-3172.051,733.7180000000001,-1148.95,7.471,119.596,356.251,2261.904,-113.135,-111.219,-96.199,-265.672,-56.688,33.876,-93.42299999999999,9.469,116.46700000000001,1.117,S_0008,G7MDC8_9CLOT
5,SCORE:,9369.028,10644.874,261.353,0.0,-3069.1809999999996,677.5160000000001,-1107.921,6.181,113.274,295.691,2155.0820000000003,-103.90100000000001,-108.66,-95.93,-253.205,-47.468999999999994,8.729,-108.113,-40.531,139.7,1.538,S_0006,A0A075K9C6_9FIRM
8,SCORE:,10280.723,11546.753,321.403,0.0,-3238.64,695.415,-1155.239,6.763999999999999,124.88,350.548,2267.924,-111.28399999999999,-127.98200000000001,-112.443,-247.113,-63.438,11.527000000000001,-119.146,22.346,107.785,0.6659999999999999,S_0009,BGAL_SULAC
6,SCORE:,10275.957,11544.711000000001,312.88599999999997,0.0,-3222.025,693.34,-1128.479,6.974,126.098,336.538,2232.143,-111.936,-125.184,-98.85600000000001,-244.571,-64.531,13.599,-119.25299999999999,15.314,107.785,1.405,S_0007,BGAL_SULAC
2,SCORE:,9878.723,11188.847,288.72,0.0,-3080.925,641.92,-1197.165,6.122999999999999,114.522,303.931,2233.758,-114.095,-119.25200000000001,-117.788,-243.354,-45.598,5.846,-113.82799999999999,44.407,81.194,1.46,S_0003,M7TBU4_EUTLA
0,SCORE:,11583.464,12722.989,325.998,0.0,-3084.738,709.232,-1140.948,7.001,123.77,335.348,2178.613,-107.177,-116.036,-95.271,-246.019,-52.61,20.976,-101.944,6.059,96.805,1.415,S_0001,R2PVY9_9ENTE
3,SCORE:,9043.923,10198.843,341.32800000000003,0.0,-3132.6409999999996,718.446,-1176.973,7.611000000000001,119.31700000000001,337.19300000000004,2272.15,-117.212,-110.93799999999999,-95.333,-256.231,-56.68899999999999,12.802999999999999,-99.23899999999999,-2.525,82.807,1.205,S_0004,Q184V1_PEPD6
6,SCORE:,7238.495,8499.163,283.175,0.091,-3121.025,681.23,-1137.428,6.893,114.102,317.066,2214.472,-105.366,-124.18700000000001,-96.87899999999999,-250.299,-59.269,12.352,-108.795,-10.11,122.56700000000001,0.743,S_0007,M1N794_9CLOT
2,SCORE:,4917.998,5661.781999999999,403.62800000000004,0.0,-2946.2129999999997,711.87,-1014.6510000000001,8.47,119.84899999999999,374.895,2110.377,-87.194,-103.633,-83.625,-245.99200000000002,-58.795,34.086999999999996,-86.95100000000001,28.169,89.684,2.239,S_0003,R2PMC9_9ENTE
9,SCORE:,9892.348,11216.367,287.175,0.0,-3086.472,643.757,-1180.4360000000001,6.404,114.09700000000001,298.772,2211.722,-120.594,-115.226,-103.678,-249.91400000000002,-51.855,10.808,-119.556,32.522,97.29899999999999,1.157,S_0010,A7F4U7_SCLS1
4,SCORE:,4609.41,5810.576,304.32,0.0,-3022.935,670.438,-1119.54,6.763,115.74700000000001,309.58,2169.7110000000002,-115.51100000000001,-116.385,-89.95,-250.852,-58.293,15.937999999999999,-108.35700000000001,-24.938000000000002,112.195,0.9,S_0005,U2J3M4_9STRE
5,SCORE:,8867.146,9588.305,451.151,0.0,-2760.5609999999997,542.674,-963.3919999999999,6.3839999999999995,102.709,335.337,1878.3829999999998,-70.779,-103.29799999999999,-91.537,-224.644,-47.555,42.528,-97.868,104.94,173.708,0.6609999999999999,S_0006,Q9L2L6_STRCO
2,SCORE:,17126.588,18396.33,327.787,-0.867,-3230.765,657.174,-1177.723,7.031000000000001,122.109,327.467,2264.94,-107.899,-127.73700000000001,-95.20299999999999,-270.135,-62.542,19.967,-103.399,22.980999999999998,156.187,0.8859999999999999,S_0003,BGL25_ORYSJ
7,SCORE:,4533.755,5699.658,318.89099999999996,0.0,-3132.4590000000003,687.064,-1099.6589999999999,7.4479999999999995,107.83,335.926,2204.346,-113.314,-113.292,-84.035,-256.42900000000003,-64.3,28.156999999999996,-107.072,-1.506,115.445,1.056,S_0008,R2SE62_9ENTE
4,SCORE:,8459.196,9337.328000000001,387.652,0.0,-2934.796,635.757,-1048.748,6.513999999999999,112.41,337.76,2055.382,-91.064,-115.804,-84.86,-240.112,-52.059,28.184,-93.404,47.261,170.40400000000002,1.393,S_0005,R7HAG2_9FIRM
1,SCORE:,7522.01,8551.169,349.491,0.0,-2961.45,691.052,-1098.236,7.725,117.863,324.02,2107.882,-85.11,-106.906,-88.62700000000001,-249.635,-53.34,17.451,-95.664,-4.398,97.583,1.14,S_0002,W6A6Y9_9MOLU
0,SCORE:,1021.795,2098.2329999999997,363.792,0.0,-2899.3540000000003,570.346,-1053.608,5.985,103.098,315.64099999999996,1971.8870000000002,-88.803,-121.257,-85.708,-238.463,-50.093999999999994,12.835999999999999,-103.57799999999999,52.586999999999996,167.315,0.9390000000000001,S_0001,Q92LX2_RHIME
6,SCORE:,15796.521,16878.68,310.711,0.0,-2860.276,555.448,-1055.766,5.877000000000001,104.726,294.532,2079.67,-93.164,-111.772,-102.838,-241.646,-61.751999999999995,12.548,-108.714,22.647,166.34799999999998,1.261,S_0007,B1VSM7_STRGG
7,SCORE:,7833.34,8212.695,535.029,0.0,-2778.5959999999995,549.186,-873.668,7.388,94.416,379.154,1910.2939999999999,-59.012,-103.11,-49.544,-250.201,-54.618,37.184,-76.191,143.263,207.21200000000002,2.46,S_0008,E2SEM7_9ACTN
5,SCORE:,7750.714,8215.578000000001,535.4780000000001,0.0,-2733.836,554.78,-916.066,8.148,95.87200000000001,360.11800000000005,1881.035,-64.465,-102.54700000000001,-68.078,-253.24400000000003,-44.51,38.05,-81.9,117.662,207.21200000000002,1.426,S_0006,E2SEM7_9ACTN
4,SCORE:,7476.451,8530.837,357.148,0.0,-2950.1929999999998,680.6339999999999,-1140.4660000000001,6.756,114.55799999999999,315.85200000000003,2151.025,-110.76100000000001,-111.296,-86.839,-240.115,-50.888000000000005,17.904,-97.24799999999999,-10.509,99.71799999999999,0.335,S_0005,Q97TT6_CLOAB
8,SCORE:,2810.6409999999996,3769.8559999999998,367.159,0.0,-2994.9179999999997,655.437,-1013.324,7.006,106.381,335.36400000000003,2028.015,-96.194,-113.219,-68.887,-240.945,-57.593,21.488000000000003,-87.79799999999999,57.218999999999994,134.375,1.219,S_0009,R2T4T4_9ENTE
3,SCORE:,7472.695,8531.459,325.418,0.0,-2951.6890000000003,662.332,-1054.042,6.676,112.345,311.501,2122.8070000000002,-97.646,-110.72200000000001,-86.258,-240.583,-52.266999999999996,15.0,-105.564,-14.543,97.804,0.667,S_0004,C4ILL3_CLOBU
4,SCORE:,14217.157,15002.275,258.941,-0.845,-2508.8360000000002,574.623,-846.6360000000001,6.188,93.65,269.969,1759.707,-72.943,-82.118,-58.607,-217.993,-55.257,8.083,-77.35600000000001,32.260999999999996,131.284,0.765,S_0005,A0A072V4S3_MEDTR
4,SCORE:,8867.485,9866.57,372.954,0.0,-3181.1690000000003,756.502,-1090.802,9.98,124.443,392.277,2186.936,-106.65299999999999,-104.175,-82.115,-245.222,-60.208999999999996,17.035999999999998,-83.801,-7.1979999999999995,101.175,0.955,S_0005,V5RHV9_SPIAP
7,SCORE:,5942.465,7068.8769999999995,303.85900000000004,0.0,-3134.219,728.9839999999999,-1100.499,7.41,119.874,348.74199999999996,2246.131,-95.184,-114.691,-98.397,-250.924,-65.111,12.841,-94.264,-17.208,75.303,0.941,S_0008,Q6F134_MESFL
7,SCORE:,3127.781,4175.355,345.70300000000003,0.467,-3003.5759999999996,680.566,-1072.826,6.79,112.146,330.538,2099.232,-97.397,-120.74600000000001,-90.865,-244.567,-54.611000000000004,24.403000000000002,-99.962,26.218000000000004,109.095,1.818,S_0008,D9R3Z8_CLOSW
2,SCORE:,13664.892,14404.605,522.965,-0.6920000000000001,-2917.373,631.9590000000001,-1039.705,7.364,105.53299999999999,341.889,2057.9629999999997,-92.839,-112.669,-80.336,-245.202,-61.528,28.506,-96.63600000000001,62.858999999999995,147.01,1.217,S_0003,M4DF22_BRARP
6,SCORE:,16268.628,17181.006,369.075,0.0,-2856.2859999999996,543.455,-1025.818,5.968,105.02,318.079,2044.547,-81.13600000000001,-114.509,-87.245,-239.40599999999998,-46.582,19.831,-99.181,69.402,161.472,0.937,S_0007,V4IGK2_9ACTN
4,SCORE:,8969.144,9800.078000000001,390.879,0.0,-2828.075,595.592,-995.8710000000001,7.285,111.55,321.681,1972.223,-77.278,-109.271,-81.797,-236.76,-51.25899999999999,37.349000000000004,-103.119,65.97,148.524,1.444,S_0005,Q6N915_RHOPA
2,SCORE:,9092.7,10158.043,331.66,0.0,-2938.3309999999997,674.975,-1059.491,6.3,109.007,305.54900000000004,2111.225,-109.568,-112.77,-92.84100000000001,-241.84799999999998,-56.964,23.233,-99.708,-11.234000000000002,94.541,0.922,S_0003,Q839A6_ENTFA
9,SCORE:,9213.860999999999,10453.12,276.649,0.0,-3043.071,663.305,-1079.492,6.934,112.405,300.774,2116.069,-116.76,-114.215,-85.571,-248.227,-47.433,10.975,-110.18799999999999,-18.898,135.959,1.526,S_0010,R2SCE1_9ENTE
8,SCORE:,13057.275,13894.993,571.922,-0.998,-3140.9970000000003,675.742,-1134.28,6.829,118.751,337.68800000000005,2290.6479999999997,-112.92,-107.85799999999999,-91.691,-261.209,-53.107,15.561,-100.581,35.023,111.874,1.8840000000000001,S_0009,I1PM69_ORYGL
9,SCORE:,2560.581,3633.895,329.705,0.0,-3080.242,718.8489999999999,-1119.401,6.8660000000000005,120.67399999999999,328.08099999999996,2222.794,-97.727,-124.62200000000001,-89.65899999999999,-261.647,-59.739,13.898,-106.105,68.835,55.516000000000005,0.61,S_0010,I3U0Z7_ENTFC
7,SCORE:,8954.481,9963.66,322.94,1.194,-2985.986,714.16,-1110.704,7.07,119.34,345.389,2126.257,-78.73,-113.167,-96.92200000000001,-254.63,-54.369,14.749,-87.22200000000001,31.955,86.236,3.26,S_0008,J9Z024_9PROT
3,SCORE:,9736.911,11005.274,285.112,0.0,-3029.946,675.388,-1154.615,6.4110000000000005,117.689,294.08,2195.771,-104.20700000000001,-112.038,-102.23100000000001,-251.035,-49.202,13.093,-109.925,-20.614,76.925,0.982,S_0004,Q74LK3_LACJO
1,SCORE:,3585.328,4859.601,275.16700000000003,0.0,-2970.8579999999997,661.0260000000001,-1113.146,6.869,114.552,301.959,2117.647,-90.447,-120.764,-91.926,-252.87900000000002,-55.343,6.428,-108.38600000000001,-35.195,80.275,0.747,S_0002,C6PVU2_9CLOT
6,SCORE:,1078.192,2169.45,300.449,0.0,-2859.2929999999997,591.063,-1078.932,6.287999999999999,108.29799999999999,316.764,1993.037,-86.75299999999999,-116.833,-89.961,-242.093,-55.208999999999996,16.574,-97.553,46.678999999999995,154.933,1.2830000000000001,S_0007,Q2K441_RHIEC
3,SCORE:,8389.746,9261.42,394.51099999999997,0.0,-2905.238,642.943,-1061.635,7.393,114.77600000000001,325.626,2069.45,-86.60700000000001,-112.787,-82.844,-248.46400000000003,-52.438,15.159,-91.77,52.372,146.244,1.635,S_0004,C4Z6T5_EUBE2
8,SCORE:,10224.305,11521.133999999998,325.443,-0.024,-3299.992,670.796,-1176.016,7.6739999999999995,115.486,362.782,2252.376,-102.929,-125.495,-110.69200000000001,-276.48400000000004,-51.36,11.905,-116.25399999999999,35.243,178.706,2.0069999999999997,S_0009,W1PUY4_AMBTC
9,SCORE:,3584.8540000000003,4686.582,381.228,0.0,-3111.414,710.4630000000001,-1098.248,7.5729999999999995,117.757,346.17800000000005,2161.406,-98.825,-111.369,-94.81700000000001,-254.032,-58.086999999999996,15.052,-115.193,-2.909,102.363,1.1440000000000001,S_0010,R3U5I8_9ENTE
7,SCORE:,7884.679,8669.617,359.81300000000005,0.0,-2807.272,621.1569999999999,-971.337,6.735,110.854,292.15,2034.3770000000002,-79.507,-94.803,-81.53,-237.796,-55.717,42.696999999999996,-91.23100000000001,44.757,120.656,1.06,S_0008,B8C3P6_THAPS
8,SCORE:,13653.286,14681.386,379.787,0.0,-2952.407,559.956,-1077.863,6.063,109.01899999999999,318.367,2104.433,-89.43,-115.838,-86.26,-256.15,-43.608000000000004,20.767,-111.92399999999999,37.325,167.851,1.811,S_0009,G8S7Q9_ACTS5
9,SCORE:,11672.59,12570.12,356.68699999999995,0.0,-2854.9590000000003,541.998,-1011.275,6.007999999999999,99.181,341.776,1970.5529999999999,-75.27600000000001,-115.779,-94.538,-233.28900000000002,-48.253,39.302,-101.741,105.94,174.81400000000002,1.318,S_0010,G0FQQ5_AMYMS
4,SCORE:,9212.19,10096.754,356.418,0.0,-2792.837,544.184,-948.174,6.015,104.01799999999999,319.694,1910.3339999999998,-74.821,-96.51799999999999,-82.97,-235.18,-50.872,16.035,-103.211,81.859,160.11700000000002,1.3459999999999999,S_0005,A0A059VW33_STRA9
9,SCORE:,9413.471,10687.483999999999,273.64,0.0,-3075.736,672.783,-1097.401,6.186,114.117,309.785,2135.24,-117.20700000000001,-108.54799999999999,-98.705,-253.67700000000002,-52.888000000000005,8.63,-108.03299999999999,-25.616,142.192,1.224,S_0010,D8MWG2_ERWBE
5,SCORE:,3828.715,5012.677,294.035,0.0,-3000.933,623.29,-1061.442,6.032,109.728,303.0,2100.676,-104.162,-114.28,-96.046,-239.407,-56.358000000000004,11.874,-114.637,-4.5280000000000005,158.37,0.8270000000000001,S_0006,F0RNF8_DEIPM
6,SCORE:,15067.713,16003.954,354.73,0.0,-2895.3959999999997,578.195,-1071.585,6.1979999999999995,113.287,334.751,2087.076,-94.615,-115.15799999999999,-111.501,-237.26,-48.277,25.075,-100.56700000000001,80.252,157.363,1.189,S_0007,D9TCC7_MICAI
3,SCORE:,9681.864,10826.556,416.76099999999997,-0.515,-3214.583,644.825,-1192.645,6.7410000000000005,113.88799999999999,338.723,2284.084,-102.90899999999999,-128.046,-87.20100000000001,-283.022,-53.268,30.665,-111.90299999999999,32.096,160.28799999999998,1.329,S_0004,I1I8G5_BRADI
6,SCORE:,9024.391,10141.235999999999,330.973,0.0,-3078.469,711.571,-1140.5710000000001,7.162000000000001,114.604,333.906,2219.647,-116.245,-105.197,-96.361,-248.601,-55.288999999999994,11.699000000000002,-102.51799999999999,-8.997,104.711,1.13,S_0007,R7AXB5_9FIRM
6,SCORE:,9664.396,11063.239,278.78,0.0,-3131.6279999999997,660.8969999999999,-1252.412,6.0760000000000005,119.93700000000001,302.04,2286.529,-119.037,-116.065,-121.62799999999999,-251.243,-51.262,10.97,-116.64299999999999,6.05,88.256,1.5390000000000001,S_0007,R1G6E2_BOTPV
0,SCORE:,9269.44,10443.438,315.574,0.0,-3045.586,694.6260000000001,-1127.0,6.301,123.491,303.817,2164.64,-119.863,-110.516,-99.795,-246.541,-54.353,42.839,-107.645,-23.25,108.01299999999999,1.25,S_0001,R5QYS5_9FIRM
8,SCORE:,9015.669,9880.909,379.491,0.0,-2843.9240000000004,593.811,-1015.294,6.016,109.23299999999999,322.936,2019.871,-87.387,-99.149,-90.462,-239.58700000000002,-51.53,32.568000000000005,-78.113,69.695,104.149,2.434,S_0009,I4Y9X0_WALSC
4,SCORE:,7689.132,8749.399,396.471,0.0,-3127.31,670.123,-1129.048,7.15,118.69200000000001,338.515,2172.188,-108.801,-121.179,-81.71300000000001,-254.13,-61.011,16.503,-103.56299999999999,42.431000000000004,163.275,1.139,S_0005,D7KHS9_ARALL
4,SCORE:,3682.785,4868.327,340.21,0.0,-2969.597,628.515,-1061.344,6.524,107.977,309.45099999999996,2064.4970000000003,-102.28399999999999,-117.79299999999999,-87.695,-245.22400000000002,-59.391999999999996,17.207,-108.92299999999999,-19.19,109.766,1.7519999999999998,S_0005,A8AUZ4_STRGC
2,SCORE:,7676.161,8584.131,302.835,0.083,-2674.692,591.6469999999999,-983.1,5.893,106.447,299.118,1964.433,-72.25399999999999,-84.411,-81.446,-252.862,-48.339,15.719000000000001,-105.09,20.272000000000002,87.25399999999999,0.523,S_0003,V4NSS2_EUTSA
3,SCORE:,14801.596000000001,15560.116000000002,427.286,0.0,-2751.259,531.376,-952.33,6.2829999999999995,98.485,315.86400000000003,1909.471,-68.03,-108.51,-100.275,-225.537,-38.311,33.519,-100.45100000000001,91.3,171.983,0.618,S_0004,E4N5Z2_KITSK
8,SCORE:,7679.054,8575.68,425.87800000000004,-0.075,-2996.6290000000004,705.211,-1123.376,7.694,120.307,347.999,2208.988,-106.17,-113.072,-97.488,-241.495,-60.573,21.668000000000003,-98.682,17.307000000000002,85.16,0.723,S_0009,Q6F0J9_MESFL
2,SCORE:,9777.817,10312.81,424.043,0.0,-2543.554,585.9159999999999,-904.3739999999999,6.362,98.535,292.921,1844.085,-86.34299999999999,-73.241,-69.649,-244.13099999999997,-50.379,38.764,-66.533,73.921,137.763,0.899,S_0003,G1L906_AILME
5,SCORE:,8433.458,9623.005,287.64099999999996,0.0,-3066.27,683.492,-1135.622,6.755,109.35700000000001,320.506,2175.49,-97.93799999999999,-109.859,-89.083,-252.335,-51.494,10.36,-94.60799999999999,-14.757,127.137,1.682,S_0006,Q184T2_PEPD6
5,SCORE:,12414.99,13738.987,323.045,-1.197,-3202.967,634.562,-1157.496,6.699,122.15799999999999,313.735,2249.994,-118.12,-129.155,-107.959,-263.961,-57.809,20.965,-113.85799999999999,5.975,150.016,1.3769999999999998,S_0006,K3Y6R9_SETIT
9,SCORE:,9947.256,11100.203000000001,356.97,0.0,-3205.3320000000003,672.805,-1133.986,6.919,115.48200000000001,341.80800000000005,2255.143,-97.126,-114.88799999999999,-93.67200000000001,-256.143,-56.138000000000005,10.356,-107.323,13.805,137.27100000000002,1.103,S_0010,S7PTZ8_GLOTA
0,SCORE:,3085.6440000000002,4140.3679999999995,359.645,0.0,-3047.2140000000004,720.808,-1099.988,7.143,117.68799999999999,315.399,2154.03,-93.96600000000001,-116.963,-102.51899999999999,-253.873,-59.508,19.611,-92.54,38.598,77.946,0.9790000000000001,S_0001,A0A0A7FY54_9CLOT
5,SCORE:,9178.885,10139.743,417.879,0.0,-3065.08,700.7860000000001,-1101.475,7.7139999999999995,121.35700000000001,340.537,2189.31,-107.26799999999999,-109.884,-102.182,-244.08599999999998,-52.244,21.087,-100.21799999999999,13.633,107.46799999999999,1.8090000000000002,S_0006,T0U7T7_9ENTE
3,SCORE:,2661.7659999999996,3705.4190000000003,349.031,0.0,-3105.884,734.326,-1109.982,7.669,121.073,369.588,2211.4629999999997,-105.801,-114.186,-78.643,-264.805,-53.26,15.965,-102.031,9.529,71.171,1.122,S_0004,Q9CFI7_LACLA
9,SCORE:,9231.177,10480.056,275.155,1.26,-3039.165,680.4830000000001,-1135.132,6.32,112.539,309.353,2151.145,-107.374,-105.124,-88.436,-257.44,-48.269,8.808,-102.118,-33.57,121.824,0.863,S_0010,R7I805_9CLOT
